url,type,title,norm_title,answer
https://help.wrike.com/hc/en-us/articles/210323245-Subtasks,How to,convert a subtask into a task,"['convert', 'subtask', 'into', 'task']","Drag and Drop from the List View From the List View, open the parent task where the subtask is located. Click and drag the subtask above or below its parent task until you see a blue line indicating the task's proposed position. Release your mouse. Detach aSubtask from aTask Open your subtask in the TaskView. Click the ""+"" icon underneath the subtask's name to add it to a folder. Type in the name of the Folder or Project wherethe subtask should be a task and then select the Folder or Project's name when it appears in the dropdown list. Right click on your subtask in the List View. Select ""Detach"" from the dropdown menu that appears. Your subtask is now a regular task in the Folder or Projectyou added it to. Please note, if you do not add your subtask to a Folder or Project before detaching it, then your subtask becomes a regular task in the root Folder."
https://help.wrike.com/hc/en-us/articles/210323245-Subtasks,How to,add a subtask to multiple parent tasks,"['add', 'subtask', 'to', 'multipl', 'parent', 'task']",Open the parent task where you want to add the subtask. Click the “Add subtask” button (or “+ New task if a task already has subtasks). Start typing the name of the subtask you want to add. Select the subtask’s name from the dropdown list when it appears. Your subtask is now available in the new parent task as well as in the old one.
https://help.wrike.com/hc/en-us/articles/210323245-Subtasks,How to,change a subtask's parent task,"['chang', 'subtask', 'parent', 'task']","From the List View, click the subtask you want to move. Click a subtask and drag it over to the task which is supposed to become its new parent task. The new parent task is highlighted light blue. Release your mouse. Your subtask now lives in the task you moved it to and no longer exists in the original parent task."
https://help.wrike.com/hc/en-us/articles/210323245-Subtasks,How to,reorder subtasks on the list view,"['reorder', 'subtask', 'on', 'list', 'view']",Open the parent task where the subtasks live. Drag-and-drop subtasks into the order you prefer.
https://help.wrike.com/hc/en-us/articles/115005055469-Subtask-Alignment-,How to,expanding parent task dates,"['expand', 'parent', 'task', 'date']","Wrike asks if you want to extend the parent task’s duration so that it encompasses the dates of all subtasks within it. The parent task will start on the same day as the earliest subtask and end on the final day of the last subtask. Wrike asks if you want to expand task dates if You schedule a subtask and it now falls outside of the parent task’s dates. You reschedule a parent task which has a subtask. After your rescheduling, the parent task dates do not encompass the subtask dates. You have a parent task with multiple subtasks. One of the subtasks is outside of the parent task range. You reschedule any subtask. You’ll be asked if you want to align parent task dates. A new (active) subtask is created in a parent task or an existing scheduled subtask is added to a parent task. An existing scheduled subtask’s status is changed to an active status."
https://help.wrike.com/hc/en-us/articles/115005055469-Subtask-Alignment-,How to,shifting task dates,"['shift', 'task', 'date']","When you reschedule a parent task, Wrike asks if you also want to reschedule its subtasks accordingly (have them be pushed forward or backward by the same number of days that the parent task was rescheduled by). Wrike asks to align subtasks if You reschedule the parent task without changing its duration (you move it forward or back by any number of days)."
https://help.wrike.com/hc/en-us/articles/115005055469-Subtask-Alignment-,How to,exceptions,['except'],"There are some cases when Wrike does not ask if you want to align dates. Expanding Parent Task Dates Dependencies If a parent task is part of any dependency chain, you will not be asked to expand parent task dates to align with subtask dates. If you have subtasks with multiple parent tasks and any one of those is part of a dependency chain, none of the subtask’s parent tasks will expand. Milestones Milestones, by definition, can only be scheduled for a due date (one day). If tasks are rescheduled so that a subtask’s dates fall after the parent milestone’s date, you’ll be asked if you want to align tasks. In this case, the milestone is shifted so that it aligns with the latest due date of its subtasks. Shifting Task Dates Multiple Parent Tasks If you have a subtask with multiple parent tasks then you may not see the task alignment option. If aligning the subtask with one parent task pushes it outside the scope of another parent task, then you won’t see the alignment option.  Dependencies Dependent task chains have their own alignment logic. If the task is linked to its subtasks via a dependency, then only normal dependency chain rules apply - task dates can shift but you will not be asked to align dates. If the parent and subtask are not directly linked via a dependency chain, then you will be asked if you want to align dates. If the subtask is part of the dependency chain though, then aligning dates may remove dependencies."
https://help.wrike.com/hc/en-us/articles/115005055469-Subtask-Alignment-,How to,disable alignment pop-up,"['disabl', 'align', 'popup']","If you don't want to receive the pop-up asking if you want to align subtask and parent task dates you can disable the pop-up. Click your profile image in the Workspace's upper right-hand corner. Select ""Settings"" from the dropdown. ""Profile"" opens by default. Scroll to ""Workspace settings"" Uncheck the box next to ""Show pop-up with suggestion to align the dates of tasks and subtasks""."
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,attach a file,"['attach', 'file']","Open a task, folder, or a project that you would like to attach the file to. If you are attaching a file to a folder or a project, select the appropriate folder or project and then open its info panel. In Chrome, Firefox, and Safari browsers, you can select the file you would like to attach and drag and drop it to the bottom of the task, folder, or project where you would like to attach it. (The area will turn blueto indicate you can drop the file there). Alternatively, you can clickthe paperclip icon (“Attach files”) and select where you would like to attach a file from: your computer Google Drive (includingTeam Drives for G Suite integrated accounts Dropbox Box Microsoft OneDrive (personal or Business accounts) YouTube MediaValet Bynder website links Select your file and press “OK” to upload it. If you're adding a file from YouTube, you'll need to paste a public or unlisted video's URL. Once the files are uploaded, they appear below the description field and are available to the team members who are shared on the task, folder, or project. Note: If this is your first time attaching a file from Google Drive, Dropbox, Box, or OneDrive, Bynder, or MediaValet, you will be asked to sign in to that account first. Once the file is uploaded, you (and others shared on the task) will be able to access up-to-date file versions. If attached files are.doc,.docx,.ppt,.xls, and.pptx formats, you can preview them directly in Wrike. Just click on a file of this type, and it will automatically open as a preview."
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,"
",['\n'],
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,edit attached files,"['edit', 'attach', 'file']","Wrike’s document editor allows Windows and Mac users to easily edit files without having to download and reupload them. Before proceeding: The first time you edit a document, you are prompted to download and install Wrike’s document editor. The file editing option is available for all Microsoft Office or OpenOffice documents, Adobe Photoshop files,.pdf files, and image files (.png and.jpeg). Edit an attached file using Wrike’s document editor There are three ways to open an attachment for editing: Right-click an attachment from the Task view or folder/project info panels and then select ""Edit."" Check the box next to an attachment,then click ""Edit."" Hover over an attachment in an activity stream and then click the edit (pen) icon. Your file opens in the default program for that file type, and you can edit your file as you normally would. When you save your document and close the window, a new version of your file is automatically uploaded to Wrike. Note: Files uploaded from a cloud storage platform (such as Google Drive) can be edited using the storage platform’s own editing tools. To edit this type of file, click on the file attachment in Wrike and then begin editing the document. Locked Attachments If you open an attachment in a compatible application, it automatically locks. A lock icon is added to the attachment in Wrike, and the file can’t be opened by other users. The file unlocks when it is closed or after four hours (even if the file is not closed). You can force an attachment to unlock by hovering over the attachment and clicking the unlock icon. Note: If you force an attachment to unlock and begin editing it, a separate version of the file is uploaded to Wrike when each user closes their version of the attachment. Compatible Applications Windows: MS Office 2007, 2010, 2013, and 2016 WordPad Paint Mac OS X: "
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,create a google drive file from wrike,"['creat', 'googl', 'drive', 'file', 'from', 'wrike']","To create a Google Drive file from Wrike: Open the task, folder, or project where you would like to create and attach the file. Click on “Attach files.” Hover over “From Google Drive.” Select “Create new file.” In the pop-up that appears  choose what type of file you would like to create: a document, spreadsheet, or presentation. Enter a name for your file and click “Create.” Your newly created document will appear in a new window. Add information to your file and close the window whenever you are ready. Your file is now attached to the task, folder, or p roject that you created it from in Wrike. All users who have access to the task, folder, or project will be able to access the file. *Note: If this is your first time adding or creating Google Drivefiles from Wrike, you will be prompted to enter your Google Drive credentials and grant Wrike access to your Google Drive files. If the task, folder, or project where you create your Google Drive fileis shared with someone who has a Google account, then your fileis automatically shared with that person in Google Drive. To unshare the file, you’ll need to first unshare the current task in your Wrike workspace and then do the same in your Google account."
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,download attachments,"['download', 'attach']","To download individual attachments, hover over the name of the attachment and click the arrow icon that appears to the right. Alternatively, you can: Open the task, folder, or project with the attachments you would like to download. Right- click on the attachment (located under the description field). Select “Download.” To download multiple files, check the boxes to the left of the file names and click ""Download,"" which appears on the panel above the attachments. To download all attachments: Open the task, folder, or project with the attachments you would like to edit. Click the menu icon on the right side of the attachments section. Select “Download all.”"
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,delete attachments,"['delet', 'attach']","To delete individual attachments: Open the task, folder, or project with the attachments you would like to delete. Right- click on the attachment (located under the description field). Select “Delete.” To delete all attachments: Open the task, folder, or project with the attachments you would like to delete. Click the menu icon on the right side of the attachments section. Select “Delete all.” Click “Yes” to confirm that you would like to delete all attachments."
https://help.wrike.com/hc/en-us/articles/209603309-Attachments,How to,more info,"['more', 'info']","Review, Approve, and Share Work Assets"
https://help.wrike.com/hc/en-us/articles/209603689-Milestones,How to,create a milestone task,"['creat', 'mileston', 'task']","You can convert any existing task into milestone: Open the task you want to convert to a milestone in a Task view or create a new task. Click the three-dot menu button in the upper right corner of the task. Select “Convert to milestone” Alternatively, right-click a task in the List view and select “Convert to milestone” from the menu that appears. If no start/end dates are selected before the task is converted into milestone with a current date as a due date. If the end date was specified it becomes the due date for the milestone. Wrike Tip! One more way to convert a task into a milestone from the Task view: Open the task you want to convert to a milestone or create a new task. Click in the schedule date section of the task (if the task is currently scheduled for any dates) Delete the date in the start date field Select the date , which the milestone should be scheduled for, in the end date field. Click “Save” "
https://help.wrike.com/hc/en-us/articles/209603689-Milestones,How to,milestones on the gantt chart,"['mileston', 'on', 'gantt', 'chart']","Milestone tasks are displayed as a diamond symbol  on the Gantt Chart. To create a milestone on the Gantt Chart: Select a folder or project from the folder tree. Switch to the Gantt Chart. Scroll to the bottom of the table on the left-hand side of the view. Click “New task”. Enter a task title. Press “Enter” on your keyboard. Right-click the row of the task which you want to convert into a milestone Select ""Convert to milestone"" The milestone is created and you can add any additional information to it."
https://help.wrike.com/hc/en-us/articles/210323325-List-View-Sorting-and-Prioritizing-Tasks,How to,sorting options,"['sort', 'option']","Priority Regular and External Users can drag and drop tasks to change their priority, Collaborators cannot. Priority is the default sorting setting for tasks in the List View. When sorting tasks by priority you can drag and drop tasks to change their priority:the closer a task is to the top of the list, the higher its priority. All users who are shared on the folder or project will see tasks in the same order when they sort by priority. For example, if youchange the order or tasks when sorting by priority, then the task list order is alsochanged for your teammates when they look at the folder or projectand sort tasks by priority. Date When sorting tasks by date, tasks are grouped into sevencategories based on their scheduled dates: overdue, today, tomorrow, this week, next week, month, and later. The later category displays tasks whose start date is later than this month or which are backlogged (do not have scheduled start and end dates). Date Modified This option sorts tasks according to how long ago users made any changes to the task. Wrike takes into account: Users making any changes in any of the task fields: task name, status, assignees, tags , description field, date, custom fields , sharing , approvals Users adding, editing or deleting task attachments; Users adding, editing or deleting task comments. The most recently modified tasks appear at the top of the list. Date Created When you apply this option, tasks are sorted by the date of their creation. The most recently created tasks are at the top of the list whilst the oldest ones are closer to the bottom. Status When you sort tasks by status, tasks fall into groups based on a status they have. Within groups, tasks are sorted alphanumerically."
https://help.wrike.com/hc/en-us/articles/210323325-List-View-Sorting-and-Prioritizing-Tasks,How to,. ,[],"Business and Enterprise users can have Custom Statuses with the same name but from different Workflows. Because these are two separate statuses, tasks in these statuses are sorted into different groups. Importance When you sort tasks by importance , tasks whose importance is set to “high” are listed first, followed by tasks with a “normal” importance, and then tasks with “low” importance are listed last.  Title Sort tasks by title to see a folder or project’s tasks listed alphanumerically."
https://help.wrike.com/hc/en-us/articles/210323325-List-View-Sorting-and-Prioritizing-Tasks,How to,change how tasks are sorted,"['chang', 'how', 'task', 'are', 'sort']","Select a folder or project from the Workspace’s left-hand Navigation panel. Click the current sorting option at the top of the List View From the dropdown list which appears, choose the sorting option you would like to apply. How your tasks are sorted immediately changes to reflect your choice."
https://help.wrike.com/hc/en-us/articles/209603889-Mass-Editing,How to,mass edit tasks,"['mass', 'edit', 'task']","Select a folder, project or Space from the left-hand Navigation panel and switch to the List view. To see tasks from subfolders and subprojects: click the settings icon in the view's upper right-hand corner and select to show ""Tasks from Subfolders"". Click the ""Mass Edit"" icon. Select the tasks you want to edit: click the checkmarks to the left of task names. Shortcuts below. A panel, with various mass editing optionsappears on the right-hand side of the workspace. Select the appropriate mass editing option from the panel. Wrike Tips! Another way to enable mass editing: press and hold Ctrl (Cmd if you are on a Mac), hover over an assignee's avatar (you'll see it turns into a checkmark), and click it. To select a range of tasks: press and hold Shift on your keyboard, hover over an assignee's avatar and click it, then click the checkmark next to the last task in the range you want to select. To select all tasks: click“Select All” (only appears if at least one task is selected). To deselect all tasks: click ""Reset"" (only appears if at least one task is selected). Additionally, you can mass drag and drop tasks in List view to: Change their hierarchy (convert tasks into subtasks and vice versa) Change their position in the List view Change their status (when tasks are sorted by status) Change their importance (when tasks are sorted by importance)"
https://help.wrike.com/hc/en-us/articles/209603889-Mass-Editing,How to,available mass editing options,"['avail', 'mass', 'edit', 'option']","Mass Edit Free Accounts Paid Accounts Mark tasks as completed or change their status*  + Change which folders, projects or Spaces tasks are in  + Follow or unfollow tasks  + Delete tasks  + Reschedule tasks for today, tomorrow, or next week  +"
https://help.wrike.com/hc/en-us/articles/209603849-Sharing-Tasks,How to,share a task,"['share', 'task']","Open a task. You can do this by selecting a Folder or Project from the left-hand Navigation panel and then clicking a task’s title. Click the share icon  on the right-hand side of the Task View. In the dropdown which appears, begin typing the name of the user who you would like to share the task with. Select the user from the dropdown menu (when you see their name and profile image appear). Note! when you share a task you automatically share all of its subtasks as well."
https://help.wrike.com/hc/en-us/articles/209603849-Sharing-Tasks,How to,unshare a task,"['unshar', 'task']","Open a task. You can do this by selecting a Folder or Project from the left-hand Navigation panel and then clicking a task’s title. Click the share icon on the right-hand side of the Task View. Users who the task is currently shared with appear at the top of the dropdown menu which appears. Hover over the profile image of the user you would like to stop sharing the task with. Click the “x” that appears in the upper right-hand corner of their profile image. Note! When you unshare a task: the user who you unshare the task from automatically loses access to all of the task’s subtasks as well (unless the subtasks are tagged in another Task, Folder, or Project which the user also has access to)."
https://help.wrike.com/hc/en-us/articles/209603849-Sharing-Tasks,How to,view who a task is shared with,"['view', 'who', 'task', 'is', 'share', 'with']",Open a task. You can do this by selecting a Folder or Project from the left-hand Navigation panel and then clicking a task’s title. Click on the share icon on the right-hand side of the Task View. Users who the task is currently shared with appear at the top of the dropdown menu which appears
https://help.wrike.com/hc/en-us/articles/209603869-Duplicate-Tasks-and-Subtasks,How to,duplicate a task,"['duplic', 'task']","1. Open the Folder or Project which contains the task you want to duplicate and switch to the List View. 2. Right click on the task you want to duplicate. 3. Select “Duplicate” from the dropdown list that appears. 4. In the pop-up that appears : enter a name for the task, select the Folder or Project where the taskshould be created* and customize how the task should be duplicated. Check the toggle next to each option to - Copy description: copy the task description when the task is duplicated - Copy attachments: include the same attachments on the duplicated task - Copy assignees: keep the same assignees when the task is duplicated - Copy Custom Fields (for Business and Enterprise users): duplicated tasks always have the same Custom Fields as the original task, but this toggle signals that data entered in the original task should be copied to the new task - Reschedule: set a start or due date for the task 5. Click “Duplicate”. *If you don't select a Folder or Project here, the duplicate task is created in the same location as the original task. Wrike Tip! You can also duplicate a task by: opening the task in the Task View, click the task'smenu button in its upper right-hand corner, and select “Duplicate task” from the dropdown list that appears."
https://help.wrike.com/hc/en-us/articles/115005179609-Star-a-Task,How to,star a task,"['star', 'task']","Open the task you want to star. Click the star icon in the task view’s upper right-hand corner. The star icon turns blue and the task appears in Inbox’s starred tab. Click the star again if you want to remove the task from the starred section. Please note , you can also star tasks directly from Inbox"
https://help.wrike.com/hc/en-us/articles/209603829-Importance,How to,set task importance,"['set', 'task', 'import']","Open the task you would like to add importance to. Hover your mouse to the left of the task’s name and click on the exclamation point that appears. Select the importance level you would like to apply from the dropdown list that appears. Please note, once you have set importance you can sort tasks by importance in the List View."
https://help.wrike.com/hc/en-us/articles/209603789-Task-Status,How to,available task statuses,"['avail', 'task', 'status']","Accounts Created After 12/20/2016 New: For (newly created) tasks you intend to work on, but which you haven't started working on yet. Tasks with a new status are displayed by default (when ""All active"" filter is enabled) in the List View. You can adjust filters to see tasks with other statuses. In Progress: for tasks you are currently working on. Tasks with this status are also displayed by default (when ""All active"" filter is enabled) in the List View. Completed: for tasks which have been completed. On Hold: for tasks which are postponed or temporarily on hold. Tasks can be marked as ""on hold"" even if they have scheduled start and due dates. Tasks marked as on hold do not show up on the To Do or Overdue widgets on your Dashboard or on To-Do emails Cancelled: for tasks which are no longer relevant or which no longer need to be completed. Accounts Created Before 12/20/2016 Active: for tasks which you are currently working on. Tasks with an active status are displayed by default on the List View. You can adjust filters to see tasks with other statuses. Completed: for tasks which have been completed. Deferred: for tasks whichare postponed or temporarily on hold. Tasks can be marked as deferred even if they havescheduled start and due dates. Tasks marked as deferred do notshow up on theto do or overdue widgets on your Dashboard or on To-Do emails Cancelled: for tasks which are no longer relevant or which no longer need to be completed."
https://help.wrike.com/hc/en-us/articles/209603789-Task-Status,How to,change a task's status,"['chang', 'task', 'statu']","Right click on a task (in the List View) and hover over “Mark as” or open a task and then click on the task’s current status (located in theupper left-hand corner of the Task View). A menu appears with status options. If you have Custom Workflows and Statuses, then you can hover over the name of a Custom Workflow to see statuses from that workflow. Click on the status you would like to apply. The task’s status isautomatically changed and your change is reflected in the task’s activity stream Quick tip: You can change multiple subtask's statuses at one time. Use mass actions to change the statuses of multiple tasks and/or subtasks (even if they have different parent tasks). Automatically complete all of one task's active subtasks by completing the parent task and then clicking ""Complete"" on the pop-up that appears . Cancel or defer all active subtasks in the same way."
https://help.wrike.com/hc/en-us/articles/209603729-Request-a-Status-Update,How to,request a status update,"['request', 'statu', 'updat']","1. O pen a task, click the task’s menu button, and click “Request status update”. 2. A pop-up will appear with a pre-formatted email that is ready to send. - If the task has assignees they will be listed in the “To” field of the pop-up so that the status update request can be sent to them. Add or edit the users that the email is sent to from this field. 3. Edit the subject line* or leave it as is. 4. Edit the email’s message (if you wish, you can use the pre-populated message). *Please note, when the recipient receives the status update request the subject line is preceded by “RE:” and the name of the folder (in brackets) where the task is located."
https://help.wrike.com/hc/en-us/articles/209603769-Make-a-Task-Recurrent,How to,make a task recurrent,"['make', 'task', 'recurr']",Open a task in the Task view. Click the task’s three-dot menu button in its upper right-hand corner. Select “Make recurrent”. Use the pop-up that appears to specify: How often the recurrence should occur When the recurrence should start When the recurrence should end (either on a specific date  or after “x” occurrences )* How many tasks should be created upfront Click “Save”. The recurrence is created *To specify an end date  uncheck the box next to “Limit to”. 
https://help.wrike.com/hc/en-us/articles/209603769-Make-a-Task-Recurrent,How to,edit a recurrence,"['edit', 'recurr']","Open any task which is part of the recurrence. Click on the task’s three-dot menu button in its upper right-hand corner. Select “Edit recurrence”. From the pop-up you can: Edit the frequency settings section  for all tasks in a recurrence Rename the tasks Add or remove the tasks from folders or projects Edit assignees , the task’s duration , importance , and who the tasks are shared with Double click in the task’s description to edit the description for all tasks in the recurrence Click “Save”. Please note, you can edit an individual task by selecting the task you would like to edit and making changes to the individual task as you normally would. The rest of the tasks in the recurrence are not affected."
https://help.wrike.com/hc/en-us/articles/209603769-Make-a-Task-Recurrent,How to,resume a recurrence,"['resum', 'recurr']",Open any task which is part of the recurrence. Click on the task’s menu button in its upper right-hand corner. Select “Edit recurrence”. Click “Resume” at the top of the pop-up.
https://help.wrike.com/hc/en-us/articles/209603769-Make-a-Task-Recurrent,How to,delete a recurrence,"['delet', 'recurr']",Open any task which is part of the recurrence. Click on the task’s menu button in its upper right-hand corner. Select “Edit recurrence” from the dropdown menu that appears. Click “Delete” at the bottom of the pop-up that appears. New recurrent tasks will no longer be created and all tasks in the recurrence sequence that were not manually edited are deleted.
https://help.wrike.com/hc/en-us/articles/209603769-Make-a-Task-Recurrent,How to,more resources,"['more', 'resourc']",Read the Community post about recurrent tasks and share your feedback: Recurrent Tasks are Updated!
https://help.wrike.com/hc/en-us/articles/210323305-Delete-Tasks,How to,delete a task,"['delet', 'task']",Open the taskwhich you want to delete. Click the task’s menu button (located in the task’s upper right-hand corner). Select “Delete task”. Your task is moved to the Recycle Bin.
